timestamp,symbol,side,action,price,leverage,pnl
2025-03-08 18:58:07,SOL/USDT,LONG,OPEN,136.97,17.730326014991707,0.0
2025-03-08 19:05:05,SOL/USDT,LONG,OPEN,136.86,17.829350133847633,0.0
